Sentences,Frame
"Stir in oodles of special effects and hand the wooden spoon to Robert ` Back To The Future "" Zemeckis . ",Containers
She picked up a slotted spoon from the table and beat gently on the tin lid . ,Containers
"A tea-bag , a spoon of Marvel milk-powder , and the green plastic mug was steaming triumphantly by my side . ",Containers
"London silver dealers J. H. Bourdon-Smith in Mason 's Yard , are holding an exhibition of around 140 West Country silver spoons from 9 to 11 December . ",Containers
He was used to her economical movements and noted that she went twice to the fridge for milk and forgot coffee spoons on the tray . ,Containers
As she could hear Jack coming down the stairs she returned to the kitchen and picked up the metal spoon and plunged it into the saucepan which she had not yet put on to heat . ,Containers
Place the ingredients and a metal spoon in a heavy goblet . ,Containers
"He could hardly limp across the room and offer her a plastic spoon , especially as it had already been used . ",Containers
It started as baby Thomas was lowered into his high chair -- and ended when a dollop of Ready Brek left his plastic spoon mid-grapple to go flying over both breakfast-time combatants . ,Containers
Come to buy a little plastic spoon and they 've already gone ! ,Containers
"Tip : To fold flour in use a large metal spoon in a figure-of-eight motion , as gently as possible , to prevent knocking out any of the air . ",Containers
Use proper measuring spoons : 1 teaspoon = 5ml . 1 tablespoon = 15ml . ,Containers
Take them from the pan with a perforated spoon and transfer them to a mortar or the liquidizer goblet . ,Containers
He poured an inch of condensed milk into the mug plus four spoons of sugar and stirred the coffee before straining it . ,Containers
He poured an inch of condensed milk into the mug plus four spoons of sugar and stirred the coffee before straining it . ,Measure_volume
"A tea-bag , a spoon of Marvel milk-powder , and the green plastic mug was steaming triumphantly by my side . ",Measure_volume
"She breakfasted on fried bread and bacon , and tea with four spoons of sugar , before a full turkey dinner with the other 33 residents at her nursing home in Redcar , Cleveland . ",Measure_volume
She stirred four spoons of sugar into her cup . ,Measure_volume
"` I put some cans in the fridge , "" Laura said . ",Containers
They looked like giant soft-drink cans on wheels . ,Containers
"Most of the cans on the grocery shelves of supermarkets are steel cans -- the ones that contain soup , baked beans , rice , and vegetables . ",Containers
She picked up the bag that held the can of red spray paint and left the living room in silence . ,Containers
There were two cans of beer inside ; she took one . ,Containers
"Trouble flared when two boys grabbed a can of soft drink from a fellow male pupil at Wimbledon station , south London . ",Containers
At just £5.99 the Blitzer costs less than a can of airbrush propellant ! ,Containers
I had to go round with a can of milk ! ,Containers
"He bought her doughnuts and cans of Carlsberg Special , and they picnicked on the pavement and he sang to her . ",Containers
He drinks from his can and looks at me over the top of it . ,Containers
"The Mayor with a local school girl , handing her empty cans over to Alcan mascot , Ali Can . ",Containers
"Boys and girls from all over the UK will join Kristian for a day in London , and will discuss how best to encourage people to re-cycle their steel cans . ",Containers
"Beyond the garden was a fairly busy road , but all the passing drivers were wrapped up in their tin cans , insulated by Christmas drinks and trivial pursuits . ",Containers
And the manufacture of aerosol cans takes considerable resources and energy . ,Containers
The special tube shapes for the rocket are achieved by baking cake mixture in empty food cans just make up the required raw cake quantity as shown in the chart on page 12 . ,Containers
"His lifeless body sunfished backwards , arms outflung , slammed into a display rack and crashed to the ground in a cascade of oil cans . ",Containers
Breakfast came with tea in petrol cans . ,Containers
"Bottle tops , silver paper and tin cans are the last things you should throw away . ",Containers
"As was customary a number of items such as galvanised baths , water cans and garden implements were hung on hooks outside , below the fascia . ",Containers
"The chairs and tables , shopping baskets , watering cans and tablecloths are Western , as are the flowers . ",Containers
Some recipes in the book require other containers such as empty food cans for a tubular effect . ,Containers
"We were more used to being given a few cans of lager and that was it , "" says Solowka . ",Containers
"He saw Donald standing over him , a can of beans in his hand . ",Containers
Little Amaru looked down at the street and kicked a can with his red gumboots . ,Containers
` There are some cans of drink on the back seat if you 're thirsty . ,Containers
Two men with cans of Guinness strapped to their baseball caps wore yellow T-shirts emblazoned with the logo of the Leprechaun Society . ,Containers
"Barefoot , she padded into her cramped kitchen and took a can of Coke from the refrigerator . ",Containers
Donors are asked to wash and squash the cans before depositing them . ,Containers
"I must stress that only aluminium cans are acceptable and , if possible , they should be crushed as they take up less room . ",Containers
Aluminium cans are made from bauxite dug up in tropical forests . ,Containers
"Recycling aluminium cans not only reduces litter , but saves energy as well . ",Containers
An appeal has been launched for old aluminium drinks cans to raise cash for Manchester Children 's Hospital . ,Containers
"The Parent Teacher Association is anxious to continue boosting its funds with the recycling project which includes used stamps and phone cards , aluminium foil and aluminium cans . ",Containers
"He had been playing alone on the towpath , if anything as purposeless as hurling old beer cans into the canal could be described as playing , and she had paused to say good morning to him . ",Containers
"In other words , many of the early beer cans imitated the bottle shape , although it was not a particularly efficient one for their material . ",Containers
"Terry Dicks , not so well known , was crushing beer cans and tossing them in the direction of France . ",Containers
"His long screaming charge ended with him red-faced , gasping for breath -- and with Viola Angotti pinned against the garbage cans . ",Containers
The cats knock the garbage cans over and last week someone got into the front hall and smashed the mirror and the door . ,Containers
"I once earned a thirty-six-inch George III mahogany tea table in the manner of Thomas Chippendale , behind those trash cans over there . "" ",Containers
DIY man Chris McGrath got the brush-off … when he tried to board a bus carrying a can of paint . ,Containers
IT IS a revealing commentary about the state of the National Health Service that this year 's Blue Peter charity appeal asks its viewers to collect tin cans for intensive care units for children . ,Containers
"So , start collecting your cans today and help save a rainforest . ",Containers
"I opened a can of Heinz tomato soup , the ultimate comfort food , emptied it into a bowl and put it in the microwave . ",Containers
"Fred opens a can of beer , switches on the TV , groans as he slumps over the sofa and looks at the paint peeling off the ceiling . ",Containers
"They do n't throw the beer cans out ; they bury them "" -- Dan Saunders , Sheriff of Martin County , ( Quoted , like Sheriff Huffman , in Texas Monthly ) ",Containers
Throw away the can immediately or leave it until she had put his glass by the newspaper ? ,Containers
"Cupboard doors were flying , the trash can in the kitchen walked a few feet , the dogs came running , and I scooted them into the dog run and stood in the doorway myself , watching the outside trash cans dance across the concrete .",Containers
She picked up the bag that held the can of red spray paint and left the living room in silence . ,Measure_volume
"Trouble flared when two boys grabbed a can of soft drink from a fellow male pupil at Wimbledon station , south London . ",Measure_volume
I peeled a carrot and opened a can of sardines . ,Measure_volume
"When you buy a small can of frozen concentrated orange juice you arc getting the fibre-free contents of a large quantity of oranges , at a cost of more than 200 calories per can . ",Measure_volume
"In the store cupboard , he found a can of beef stew and dumped it in a saucepan to heat . ",Measure_volume
` There are some cans of drink on the back seat if you 're thirsty . ,Measure_volume
"For more interesting instant salad bases , keep cans of sweet red peppers and artichoke hearts ( see recipe for Mediterranean Salad ) , broad , flageolet or canellini beans . ",Measure_volume
"We danced , and shared the can of champagne . ",Measure_volume
"Hunterston storekeeper David Frew noticed the number of cans of soft drinks being consumed at the power station , particularly during the outage . ",Measure_volume
It looked as though someone had spilled a can of spaghetti and had to make some sense of it . ,Measure_volume
Two men with cans of Guinness strapped to their baseball caps wore yellow T-shirts emblazoned with the logo of the Leprechaun Society . ,Measure_volume
He worked his way through a bag of sandwiches and four cans of Pepsi . ,Measure_volume
"He ostentatiously orders a can of Worthington with his lunch , to show where his sympathies lie . ",Measure_volume
"Mrs. Jordan came down in midafternoon with a basket full of hot spiced rolls and honey , all wrapped in white linen ; behind her came Mrs. Jarrett with cups and two cans of steaming chocolate . ",Measure_volume
He delves into his portable coolbox and fishes out an ice cool can of lager . ,Measure_volume
"On another occasion , l had asked a group to work out the “ best buy ” between a 25 cl can of wine at £1.19 and a 150 cl bottle at £4.59 . ",Measure_volume
"There were four boys in the van , drinking cans of coke . ",Measure_volume
"Stalin sat at the table , drinking a can of beer . ",Measure_volume
Roberts told the police that he had drunk five cans of beer . ,Measure_volume
He poured cans of cold water over her . ,Measure_volume
"In the room which focuses on sight , visitors see , hear and feel themselves being poured out of a can of draught Guinness , into a glass , down a mouth and through the human body . ",Measure_volume
"A THIEF walked into Kerridge 's service station , Butts Road , Alton last week and took two cans of petrol worth £5.89 . ",Measure_volume
"Barefoot , she padded into her cramped kitchen and took a can of Coke from the refrigerator . ",Measure_volume
Add a drained and rinsed 400g/14oz can of red kidney beans and a drained and rinsed 225g/8oz can of flageolet or haricot beans . ,Measure_volume
Someone handed him a can of beer and Rain knew he intended to stay some time . ,Measure_volume
"` Look , Geoffrey , "" said Deborah , deciding to have a can of Diet Coke instead . ",Measure_volume
"Cranston staggered behind him , holding a wine cup in one hand and the jug in the other . ",Containers
He sipped his cocoa and placed the empty cup on his plate . ,Containers
"Much to the dismay of the missionary , they placed the two cups on the top of their heads and fastened the straps under their chins . ",Containers
"She laid her cup on the table , and leaned back in her chair , her statuesque pose accentuated by the classic fawn dress and the dark green scarf around her throat . ",Containers
"Abbot Kenneth was holding a cup of medicine to the old man 's lips , but Eachuinn Odhar pushed it away and turned , eyes hooded , to face his son . ",Containers
Zahara handed Jane a cup of water . ,Containers
"Emily brought him a cup of hot milk , but his hand was shaking and he nearly dropped it . ",Containers
"Picking up her cup of cocoa , Rosie said , ` It was just an idea . ",Containers
The trimly uniformed stewardess -- definitely wearing Western foundation garments -- brought a Cellophane envelope for leaky fountain pens and a plastic cup of fizzy lemonade . ,Containers
She stared at him over the rim of her cup . ,Containers
Now it is my turn to pick up my cup . ,Containers
The coroner turned away to refill his wine cup . ,Containers
"Amongst the papers before him stood an empty breakfast cup and an egg-smeared plate , suggesting that his digestion was as robust as his nerve . ",Containers
Two girls passed by and tossed coins into his small plastic cup . ,Containers
"Lucinda jumped to her feet , collecting cups , plates and cutlery together and placing them on the tray . ",Containers
"He rattled in a cupboard , fetching cups and saucers . ",Containers
Angie took her time fetching cups and saucers . ,Containers
"They gave me water in a small , broken cup . ",Containers
"Everything in the house froze solid -- the water in the kettle , even my false teeth in a cup beside my bed . ",Containers
"He stood glowering at her dangerously ; then abruptly shoved the cup on to the windowsill , among some geraniums that stood there in pots , and sat down at the table . ",Containers
"At any rate Herbert clearly had a high regard for his services , for in 1734 he presented him with a large silver cup as a token of his appreciation . ",Containers
But she took tea up to Jonathon and Aunt Margaret showed her how to trap the heat in the cup by putting the saucer on top . ,Containers
"They fetch cups from behind the counter , and pour some tea . ",Containers
She drank from a cup so transparently delicate that its contents could be seen right through the patterned china . ,Containers
Coffee had been brought in a huge white porcelain pot and matching white cups arranged around the white-painted table that stood at the edge of a huge paved terrace overlooking the endless sparkling blue sea . ,Containers
Jan slopped two tea bags into the bin and scooped sugar into her cup . ,Containers
And she put it before Gabriel on a wooden plate and gave him a wooden cup full of water . ,Containers
"He put down the cup , stared straight at her . ",Containers
Ellen put down her cup of coffee and stared at me as though I had gone completely mad . ,Containers
De Nesle finished his coffee and put the cup down . ,Containers
"I sat with a cup of coffee on my lap , still half-asphyxiated by what I took to be Neapolitan warmth . ",Containers
"` No need to worry about me , I can take care of myself , "" Penny said , reaching nervously for a paper cup of wine . ",Containers
"We carried her upstairs , laid her on the sofa , and a couple of cups of the strongest coffee soon cleared her brain from the mists of the drug .",Containers
"Nothing could , perhaps , convey better the collapse of a regime than this picture of a faithful attendant carrying a cup of soup through a deserted palace , to an Empress asleep in a chair . ",Measure_volume
"` Master MacAirth , "" he said , pouring two cups of wine . ",Measure_volume
He waved the clerk to a seat and served him a cup of watered wine . ,Measure_volume
He smilingly proffered me a cup of watered wine in one of the goblets I had hidden away the previous evening . ,Measure_volume
"She had a cup of Bovril , and she met Ken from Coronation Street . ",Measure_volume
On washing day I fill a bucket half full of very hot water and add my cup of soap powder before going back to the house for breakfast . ,Measure_volume
"Phoebe offered Maggie a cup of hot chocolate , and ten minutes later Rachel returned smiling and quoting , ",Measure_volume
Ludo wants to make me a cup of hot chocolate . ,Measure_volume
"We kept awake with cups of cocoa , which was off the ration . ",Measure_volume
"He kept the flat tidy while Robyn was out doing good works , and always had a cup of cocoa or a bowl of soup ready for her when she returned home , tired but invariably triumphant . ",Measure_volume
"In the kitchen , which had now become familiar to him , Joe set about making the two cups of cocoa . ",Measure_volume
I desperately needed a cup of coffee . ,Measure_volume
"She placed a cup of coffee in front of him , but Travis was still letting go with everything that had been tearing away at him ever since he had first clapped eyes on Rosemary . ",Measure_volume
"I then got up and went out and had a cup of coffee and came back , he was still talking . ",Measure_volume
"As with the BROWNIES , gruagachs will happily serve their masters for nothing more than a cup of milk . ",Measure_volume
"Emily brought him a cup of hot milk , but his hand was shaking and he nearly dropped it . ",Measure_volume
"When I poured a cup of milk for her she thanked me , but without lifting her eyes . ",Measure_volume
"The person you depend on can lose his or her nerve about something which seems straightforward , like presenting a bunch of flowers or offering a cup of tea . ",Measure_volume
"With a shudder , Sylvie refused a cup of tea . ",Measure_volume
"Gerry , who had three hours to go , was below deck making a cup of tea . ",Measure_volume
Zahara handed Jane a cup of water . ,Measure_volume
